Description;DistinguishedName;Enabled;GivenName;Name;ObjectClass;ObjectGUID;SamAccountName;Surname;UserPrincipalName
Reiner Kiefer, Oberstufe - Matur;CN=rei.kie,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Reiner;rei.kie;user;1b143017-a2fb-4432-907f-866e990150f2;rei.kie;Kiefer;r.kiefer@mail.xyz
Kieslich Alyssa, Handelsmatur;CN=alyssa.kieslich,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Alyssa;alyssa.kieslich;user;997a6904-77f0-4834-99f0-ed6781fe7b57;alyssa.kieslich;Kieslich;alyssa.kieslich@mail.xyz
Kieslich Lorena, Oberstufe extern;CN=lorena.kieslich,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Lorena;lorena.kieslich;user;8cf457c8-1b23-47a7-b39d-290701bc9c34;lorena.kieslich;Kieslich;l.kieslich@mail.xyz
Kiessling Lasse, Oberstufe extern;CN=lasse.kiessling,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Lasse;lasse.kiessling;user;14a63e12-88d2-46dc-ac9c-fc8c14329380;lasse.kiessling;Kiessling;lasse.kiessling@mail.xyz
Elisa Kilian, Sekundar extern;CN=elisa.kilian,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Elisa;elisa.kilian;user;9b5ec1de-96d2-46fb-b084-5d216f9fbca1;elisa.kilian;Kilian;keineMailAddy
Rolf Kilian, deaktiviert;CN=rolf.kilian,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Rolf;rolf.kilian;user;79c9d781-7b55-4494-9291-083f1c206db4;rolf.kilian;Kilian;keineMailAddy
Chantall Kim, Oberstufe - Matur;CN=cha.kim,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Chantall;cha.kim;user;2429fe8e-dc62-4d3a-9870-4344ef10f027;cha.kim;Kim;chantall.kim@mail.xyz
Laila Kim, deaktiviert;CN=laila.kim,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Laila;laila.kim;user;1c8d574c-b6f2-4dcc-a53e-d77d46e300ed;laila.kim;Kim;l.kim@mail.xyz
King Elizabeth, Oberstufe extern;CN=elizabeth.king,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Elizabeth;elizabeth.king;user;08f2c641-950f-445c-8bf6-1554866b520b;elizabeth.king;King;e.king@mail.xyz
Kirchhoff Max, Oberstufe extern;CN=max.kirchhoff,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Max;max.kirchhoff;user;ed6e3fcc-2c78-475f-8207-480797b27047;max.kirchhoff;Kirchhoff;keineMailAddy
Kirchner Herta, Oberstufe extern;CN=herta.kirchner,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Herta;herta.kirchner;user;a93da145-e4c6-48c2-a94c-50e829324ae3;herta.kirchner;Kirchner;keineMailAddy
Ian Kirchner, deaktiviert;CN=ian.kirchner,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Ian;ian.kirchner;user;e9b043f4-a3ff-4bf1-85e0-9590ce640591;ian.kirchner;Kirchner;i.kirchner@mail.xyz
Kirschner Liah, Handelsmatur;CN=liah.kirschner,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Liah;liah.kirschner;user;ea8016e7-f327-49c2-8e49-cca8a551b673;liah.kirschner;Kirschner;l.kirschner@mail.xyz
Klatt Karsten, Oberstufe extern;CN=karsten.klatt,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Karsten;karsten.klatt;user;5f136ad3-30d2-4464-9280-d4f0b5d2dad4;karsten.klatt;Klatt;k.klatt@mail.xyz
Piet Klatt, deaktiviert;CN=piet.klatt,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Piet;piet.klatt;user;ce0ee90e-d788-4146-aa3c-a97af2ae729f;piet.klatt;Klatt;piet.klatt@mail.xyz
Klaus Heidi, Handelsmatur;CN=heidi.klaus,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Heidi;heidi.klaus;user;3e76595e-67f4-49ad-a1fe-0b21adf40d25;heidi.klaus;Klaus;heidi.klaus@mail.xyz
Klaus Jette, Oberstufe extern;CN=jette.klaus,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jette;jette.klaus;user;49bbab35-1317-4d1c-b6ba-998939b12461;jette.klaus;Klaus;jette.klaus@mail.xyz
Chantale Klein, Lehrer Sekundar;CN=chantale.klein,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Chantale;chantale.klein;user;549d8456-0583-4cb5-a74e-45a33135554c;chantale.klein;Klein;keineMailAddy
Rike Klein, Oberstufe - Matur;CN=rik.kle,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Rike;rik.kle;user;c9f05ee8-4251-4622-aebb-7d5acb088e39;rik.kle;Klein;keineMailAddy
Kleine Nikolas, Oberstufe extern;CN=nikolas.kleine,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Nikolas;nikolas.kleine;user;967a15bb-de09-4512-b794-d01703a368b8;nikolas.kleine;Kleine;keineMailAddy
Fynn Kleinert, Sekundar extern;CN=fynn.kleinert,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Fynn;fynn.kleinert;user;169ad8ae-d614-44a1-baa1-c82f1f6bd927;fynn.kleinert;Kleinert;f.kleinert@mail.xyz
Magdalena Kleinert, deaktiviert;CN=magdalena.kleinert,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Magdalena;magdalena.kleinert;user;74571092-434e-469b-8271-b974d593bda7;magdalena.kleinert;Kleinert;m.kleinert@mail.xyz
Kleinert Silas, Handelsmatur;CN=silas.kleinert,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Silas;silas.kleinert;user;90b231de-f448-42b8-9065-fc840477956c;silas.kleinert;Kleinert;keineMailAddy
Kling Claus, Handelsmatur;CN=claus.kling,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Claus;claus.kling;user;fd62d1f3-22b0-4c99-be1e-387057a5f3af;claus.kling;Kling;c.kling@mail.xyz
Felicitas Kling, Oberstufe - Matur;CN=fel.kli,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Felicitas;fel.kli;user;bf2565a9-cf27-40e5-a7f6-531dad2c3512;fel.kli;Kling;felicitas.kling@mail.xyz
Klose Claas, Oberstufe extern;CN=claas.klose,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Claas;claas.klose;user;c505c1b3-77bd-4ea8-9f41-68ce5484f58a;claas.klose;Klose;c.klose@mail.xyz
Falk Klose, deaktiviert;CN=falk.klose,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Falk;falk.klose;user;9ce885ee-0273-49da-a96a-b7f363e6d703;falk.klose;Klose;falk.klose@mail.xyz
Klose Joerg, Oberstufe extern;CN=joerg.klose,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Joerg;joerg.klose;user;128e05af-7bd8-4ba1-9811-ea855e35aced;joerg.klose;Klose;keineMailAddy
Lotta Klug, Oberstufe - Matur;CN=lot.klu,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Lotta;lot.klu;user;66b9efd9-cbf0-4275-9b91-6a558a938e1c;lot.klu;Klug;l.klug@mail.xyz
Liah Kluge, deaktiviert;CN=liah.kluge,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Liah;liah.kluge;user;293f8f5b-2082-4adc-af82-282ac1991fa9;liah.kluge;Kluge;l.kluge@mail.xyz
Kluge Mira, Oberstufe extern;CN=mira.kluge,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mira;mira.kluge;user;554b601f-7b81-47e9-9ba8-36512ec86917;mira.kluge;Kluge;m.kluge@mail.xyz
Baerbel Knapp, Lehrer Sekundar;CN=baerbel.knapp,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Baerbel;baerbel.knapp;user;8dc26ab9-890c-4300-9e73-22bae7cee2b5;baerbel.knapp;Knapp;b.knapp@mail.xyz
Hannelore Knight, Sekundar extern;CN=hannelore.knight,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Hannelore;hannelore.knight;user;12682648-3826-493e-b1ef-a3b51a9f641d;hannelore.knight;Knight;h.knight@mail.xyz
Knoll Maxim, Oberstufe extern;CN=maxim.knoll,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Maxim;maxim.knoll;user;212f5fc0-6089-4ceb-86db-4e241b169216;maxim.knoll;Knoll;m.knoll@mail.xyz
Knoll Rudolf, Handelsmatur;CN=rudolf.knoll,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Rudolf;rudolf.knoll;user;01059b31-0097-4117-b5bc-805df4a45398;rudolf.knoll;Knoll;r.knoll@mail.xyz
Janne Knorr, Sekundar extern;CN=janne.knorr,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Janne;janne.knorr;user;bbde7a01-d11f-4ed4-aeec-55128faa6b18;janne.knorr;Knorr;j.knorr@mail.xyz
Marta Knorr, deaktiviert;CN=marta.knorr,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Marta;marta.knorr;user;db5705db-cb43-4207-99c4-ec4158b76824;marta.knorr;Knorr;m.knorr@mail.xyz
Reinhardt Kohler, Sekundar extern;CN=reinhardt.kohler,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Reinhardt;reinhardt.kohler;user;a8bb8ba6-c301-4e5c-b819-b7f7713bb1b3;reinhardt.kohler;Kohler;r.kohler@mail.xyz
Riccardo Kohler, Oberstufe - Matur;CN=ric.koh,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Riccardo;ric.koh;user;e2f645de-f79f-4cb1-bdd5-d48b1987642b;ric.koh;Kohler;riccardo.kohler@mail.xyz
Waltraut Kohler, Sekundar extern;CN=waltraut.kohler,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Waltraut;waltraut.kohler;user;07b59c60-e476-4874-8afb-330305c7d9fb;waltraut.kohler;Kohler;w.kohler@mail.xyz
Koehler Herta, Handelsmatur;CN=herta.koehler,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Herta;herta.koehler;user;bdc3bf01-1d45-45c2-87dd-abcd7f7bf1bd;herta.koehler;Koehler;herta.koehler@mail.xyz
Koehler Jannick, Handelsmatur;CN=jannick.koehler,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jannick;jannick.koehler;user;abb8ca3f-c322-4748-8c23-536b758cc6a2;jannick.koehler;Koehler;jannick.koehler@mail.xyz
Marlis Kohn, Lehrer Sekundar;CN=marlis.kohn,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Marlis;marlis.kohn;user;7a20f3d1-1bbb-478c-852a-ab3aae5ea6a0;marlis.kohn;Kohn;m.kohn@mail.xyz
Alena Kolb, deaktiviert;CN=alena.kolb,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Alena;alena.kolb;user;7be682e7-44b3-46f2-a125-a1174fca0991;alena.kolb;Kolb;alena.kolb@mail.xyz
Fenja Kolb, Oberstufe - Matur;CN=fen.kol,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Fenja;fen.kol;user;263ffbab-cdf7-4f4f-9182-d93e40374d3d;fen.kol;Kolb;keineMailAddy
Kolb Mirco, Oberstufe extern;CN=mirco.kolb,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mirco;mirco.kolb;user;ef8f77b9-b171-4a79-a264-677d39789d5e;mirco.kolb;Kolb;m.kolb@mail.xyz
Kay Koenig, deaktiviert;CN=kay.koenig,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Kay;kay.koenig;user;860276a9-cd4e-4794-8045-f28aba426b17;kay.koenig;Koenig;k.koenig@mail.xyz
Eric Kopp, deaktiviert;CN=eric.kopp,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Eric;eric.kopp;user;50d7cf0e-e9fa-4c66-8804-0ac6a4cbec8e;eric.kopp;Kopp;keineMailAddy
Kopp Maximilian, Handelsmatur;CN=maximilian.kopp,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Maximilian;maximilian.kopp;user;b0626f68-d4a0-4d74-9b68-e21acd64a88f;maximilian.kopp;Kopp;m.kopp@mail.xyz
Judith Koerber, deaktiviert;CN=judith.koerber,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Judith;judith.koerber;user;8074064a-1c27-4657-b84c-26662a170f0a;judith.koerber;Koerber;judith.koerber@mail.xyz
Korn Michelle, Handelsmatur;CN=michelle.korn,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Michelle;michelle.korn;user;e3e4f94d-6393-49e5-8d52-e4786475ecbe;michelle.korn;Korn;keineMailAddy
Koerner Carsten, Oberstufe extern;CN=carsten.koerner,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Carsten;carsten.koerner;user;6403b828-86b9-4da7-9b5a-17f59c48235d;carsten.koerner;Koerner;c.koerner@mail.xyz
Koerner Marvin, Oberstufe extern;CN=marvin.koerner,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Marvin;marvin.koerner;user;fdaacda4-d798-4361-b1ed-d5407ce3b2da;marvin.koerner;Koerner;keineMailAddy
Patrick Korte, Sekundar extern;CN=patrick.korte,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Patrick;patrick.korte;user;a23ee500-7ab1-416c-a6b8-cdff36ce9ba8;patrick.korte;Korte;p.korte@mail.xyz
Kowalski Juli, Handelsmatur;CN=juli.kowalski,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Juli;juli.kowalski;user;1e18a4f4-ddce-42e9-895d-244379092d5e;juli.kowalski;Kowalski;j.kowalski@mail.xyz
M. Kowalski, Leitung;CN=marah.kowalski,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Marah;marah.kowalski;user;5af0d5af-0f77-46ec-8ec9-ccc145a170ab;marah.kowalski;Kowalski;keineMailAddy
Damian Kranker, deaktiviert;CN=damian.kranker,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Damian;damian.kranker;user;8f3e46e4-dd31-4b52-b534-97c0509bbaca;damian.kranker;Kranker;damian.kramer@mail.xyz
Damian Kramer, deaktiviert;CN=damian.kramer,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Damian;damian.kramer;user;5a985a93-0944-4b10-9879-e216d3acf2af;damian.kramer;Kramer;d.kramer@mail.xyz
Walter Kramer, Sekundar extern;CN=walter.kramer,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Walter;walter.kramer;user;d6824340-c758-40f6-8104-9632a35c6b30;walter.kramer;Kramer;keineMailAddy
Klara Kraemer, deaktiviert;CN=klara.kraemer,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Klara;klara.kraemer;user;cc5768e8-5a64-43c3-8bc0-20d33cb2448e;klara.kraemer;Kraemer;klara.kraemer@mail.xyz
Joel Kranz, deaktiviert;CN=joel.kranz,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Joel;joel.kranz;user;e8419c6e-d394-4591-afdb-9bdab9285096;joel.kranz;Kranz;keineMailAddy
Krause Frida, Oberstufe extern;CN=frida.krause,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Frida;frida.krause;user;8c168cb3-93ee-404a-81e2-ca9ea164c30e;frida.krause;Krause;frida.krause@mail.xyz
Nike Krause, deaktiviert;CN=nike.krause,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Nike;nike.krause;user;bfb3d6d4-b59d-4ddd-963d-d1a527d48d17;nike.krause;Krause;keineMailAddy
Krause Regina, Handelsmatur;CN=regina.krause,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Regina;regina.krause;user;bd91fdb2-c334-4d79-bb76-3b03ca24e729;regina.krause;Krause;r.krause@mail.xyz
Krauss Christina, Handelsmatur;CN=christina.krauss,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Christina;christina.krauss;user;cce16fb6-6c45-4fc9-924a-f2db25066710;christina.krauss;Krauss;christina.krauss@mail.xyz
Chantall Krebs, Oberstufe - Matur;CN=cha.kre,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Chantall;cha.kre;user;f96565b0-ac7f-436d-a663-25dc44e04081;cha.kre;Krebs;keineMailAddy
Max Krebs, Oberstufe - Matur;CN=max.kre,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Max;max.kre;user;3f8f811f-e8dc-4216-a6c9-ceb00a639f06;max.kre;Krebs;m.krebs@mail.xyz
Rosemarie Kremer, deaktiviert;CN=rosemarie.kremer,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Rosemarie;rosemarie.kremer;user;436b9fe2-c5cf-45bb-9832-2cf9f7503f46;rosemarie.kremer;Kremer;r.kremer@mail.xyz
Kremer Waldtraut, Oberstufe extern;CN=waldtraut.kremer,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Waldtraut;waldtraut.kremer;user;1df5f1c1-00d0-46e0-a59b-9c929503188a;waldtraut.kremer;Kremer;keineMailAddy
Arne Krenz, Sekundar extern;CN=arne.krenz,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Arne;arne.krenz;user;66d899a5-9100-4f31-870b-bd88e82e828e;arne.krenz;Krenz;arne.krenz@mail.xyz
Krenz Caja, Handelsmatur;CN=caja.krenz,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Caja;caja.krenz;user;0959a41a-6de8-45c4-9a30-b6c4cb222867;caja.krenz;Krenz;caja.krenz@mail.xyz
Krenz Julie, Handelsmatur;CN=julie.krenz,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Julie;julie.krenz;user;23186d20-7f62-44ca-a052-0dd48823fcd6;julie.krenz;Krenz;julie.krenz@mail.xyz
Ulrike Krenz, Sekundar extern;CN=ulrike.krenz,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Ulrike;ulrike.krenz;user;964b6d60-ce69-4392-a220-ffd6f2759801;ulrike.krenz;Krenz;u.krenz@mail.xyz
Barbara Kretschmann, Oberstufe - Matur;CN=bar.kre,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Barbara;bar.kre;user;4f91f8a2-5b46-4d87-b83e-2e1e7c64d6d6;bar.kre;Kretschmann;b.kretschmann@mail.xyz
Helga Kretschmann, Sekundar extern;CN=helga.kretschmann,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Helga;helga.kretschmann;user;dc8faaa0-ecd3-4ed3-a3be-29197511e8d6;helga.kretschmann;Kretschmann;helga.kretschmann@mail.xyz
Kjell Kretschmer, deaktiviert;CN=kjell.kretschmer,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Kjell;kjell.kretschmer;user;e0bf3845-5287-48e7-80c0-2f7d177d1a26;kjell.kretschmer;Kretschmer;kjell.kretschmer@mail.xyz
Niko Kretz, deaktiviert;CN=niko.kretz,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Niko;niko.kretz;user;9d70a18e-071a-4717-9b13-d529f8f85a59;niko.kretz;Kretz;n.kretz@mail.xyz
Susanne Kretz, Sekundar extern;CN=susanne.kretz,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Susanne;susanne.kretz;user;3b6fe6c6-4378-4f2a-8a76-7e27b837db92;susanne.kretz;Kretz;susanne.kretz@mail.xyz
Manuel Kretzer, Sekundar extern;CN=manuel.kretzer,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Manuel;manuel.kretzer;user;437a7c8c-9016-4530-9967-578f18f1b09f;manuel.kretzer;Kretzer;manuel.kretzer@mail.xyz
Marike Kretzer, Sekundar extern;CN=marike.kretzer,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Marike;marike.kretzer;user;4446ffad-df9b-42d5-9388-373c3eb9660f;marike.kretzer;Kretzer;m.kretzer@mail.xyz
Patrick Kretzschmar, Oberstufe - Matur;CN=pat.kre,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Patrick;pat.kre;user;6a58b5d6-a3f8-43ca-8aba-6592b49daea2;pat.kre;Kretzschmar;p.kretzschmar@mail.xyz
Sven Kretzschmar, Oberstufe - Matur;CN=sve.kre,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Sven;sve.kre;user;9c611c22-7710-4ba7-b16c-1913d7ecc7b4;sve.kre;Kretzschmar;s.kretzschmar@mail.xyz
Krey Dieter, Oberstufe extern;CN=dieter.krey,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Dieter;dieter.krey;user;df1b9544-1f07-4f03-a561-e9f386982122;dieter.krey;Krey;keineMailAddy
Noah Krey, deaktiviert;CN=noah.krey,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Noah;noah.krey;user;9566460d-f522-408d-a5e7-c83a9b0f6e6b;noah.krey;Krey;keineMailAddy
Reinhard Krey, Sekundar extern;CN=reinhard.krey,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Reinhard;reinhard.krey;user;ff0aa5e6-10c0-4952-8530-630f54ddb0f6;reinhard.krey;Krey;reinhard.krey@mail.xyz
Krieg Elke, Oberstufe extern;CN=elke.krieg,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Elke;elke.krieg;user;0202afe1-bdef-482a-bebe-81920c9f7d44;elke.krieg;Krieg;elke.krieg@mail.xyz
Kriegel Horst, Handelsmatur;CN=horst.kriegel,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Horst;horst.kriegel;user;96017152-9f8d-4115-81e8-b3ca1aff5cc7;horst.kriegel;Kriegel;keineMailAddy
Kriegel Liv, Oberstufe extern;CN=liv.kriegel,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Liv;liv.kriegel;user;c3cd7d8d-b7dd-48e5-8d6b-bad448ae7698;liv.kriegel;Kriegel;liv.kriegel@mail.xyz
Gerd Krings, Sekundar extern;CN=gerd.krings,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Gerd;gerd.krings;user;57b213d2-fd72-428e-bab8-c49b8ba0996d;gerd.krings;Krings;gerd.krings@mail.xyz
Kathrin Krings, Oberstufe - Matur;CN=kat.kri,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Kathrin;kat.kri;user;372410eb-dc9e-4a7c-a691-e8bf0673d6f8;kat.kri;Krings;kathrin.krings@mail.xyz
Hertha Kroeber, deaktiviert;CN=hertha.kroeber,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Hertha;hertha.kroeber;user;9b2e9b58-762a-41ec-b425-a71a5d0afe26;hertha.kroeber;Kroeber;h.kroeber@mail.xyz
Marieke Kroeber, Oberstufe - Matur;CN=mar.kro,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Marieke;mar.kro;user;0edd957d-b136-4bbc-b726-eec1fd606ee4;mar.kro;Kroeber;m.kroeber@mail.xyz
Liah Krohn, deaktiviert;CN=liah.krohn,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Liah;liah.krohn;user;316cd22e-e4e7-4b61-8167-833ac1f95f71;liah.krohn;Krohn;l.krohn@mail.xyz
Kroll Lion, Oberstufe extern;CN=lion.kroll,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Lion;lion.kroll;user;8beb24a5-c3f5-493f-9278-de488689db42;lion.kroll;Kroll;lion.kroll@mail.xyz
Kroell Benedict, Oberstufe extern;CN=benedict.kroell,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Benedict;benedict.kroell;user;369da450-0bee-4285-b317-dbc37398ac12;benedict.kroell;Kroell;b.kroell@mail.xyz
Kromer Mark, Oberstufe extern;CN=mark.kromer,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mark;mark.kromer;user;cf1eb8d3-d847-46a5-b99d-1785b84e6e9c;mark.kromer;Kromer;mark.kromer@mail.xyz
Sabine Kromer, Sekundar extern;CN=sabine.kromer,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Sabine;sabine.kromer;user;88cb1553-5648-414a-8e8e-71929e7cc146;sabine.kromer;Kromer;keineMailAddy
Torsten Kromer, Sekundar extern;CN=torsten.kromer,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Torsten;torsten.kromer;user;34da1a0e-d6e0-47db-b369-16acfdb617ff;torsten.kromer;Kromer;t.kromer@mail.xyz
Kroemer Meike, Oberstufe extern;CN=meike.kroemer,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Meike;meike.kroemer;user;8e766571-f903-47ad-a8c1-b9f03fb7de61;meike.kroemer;Kroemer;m.kroemer@mail.xyz
Mike Kroemer, Sekundar extern;CN=mike.kroemer,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mike;mike.kroemer;user;77fedc88-c06b-45ad-b4ca-f2672ebd1b0f;mike.kroemer;Kroemer;mike.kroemer@mail.xyz
Kroemer Niels, Oberstufe extern;CN=niels.kroemer,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Niels;niels.kroemer;user;c09baf0c-5e4b-43de-a4da-b89ce789a4e4;niels.kroemer;Kroemer;keineMailAddy
Kron Christoph, Oberstufe extern;CN=christoph.kron,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Christoph;christoph.kron;user;98129a44-f616-4bc2-9a5a-568836d8db45;christoph.kron;Kron;christoph.kron@mail.xyz
Hannah Kron, Sekundar extern;CN=hannah.kron,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Hannah;hannah.kron;user;0f16f1f3-4932-48a3-9212-65dddaf91e48;hannah.kron;Kron;keineMailAddy
Kron Jacob, Handelsmatur;CN=jacob.kron,OU=ab-2009,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jacob;jacob.kron;user;4cee68d8-f54c-4291-8854-c2778e1636d3;jacob.kron;Kron;j.kron@mail.xyz
